SaleID,CustomerID,ProductID,Quantity,TotalAmount,SaleDate,PaymentMethod,StoreLocation,SalesPerson,DeliveryStatus
SALE16339,CUST06555,PROD0026,,,,,,Jason Norris,
SALE16340,CUST11999,PROD0488,,,07-08-2025,Cash,Online,Rebecca Mcmillan,
SALE16341,CUST04350,PROD0448,0,,2024-02-22,Credit Card,,Patricia Green,
SALE16342,CUST07227,PROD0649,,,20-02-2024,,Online,Rebecca Martinez,Cancelled
SALE16343,CUST02621,PROD0419,,,27-10-2024,Credit Card,Online,Lori Jenkins,Pending
SALE16344,CUST07897,PROD0507,0,,,,,Kimberly Houston,Pending
SALE16345,CUST04253,PROD0758,0,,,UPI,In-Store,Martin Fletcher,Delivered
SALE16346,CUST05975,PROD0547,,,2023-11-10,,In-Store,Thomas Williams,Delivered
SALE16347,CUST04206,PROD0303,,,15-09-2024,,,,
SALE16348,CUST11899,PROD0129,,,2024-04-25,Debit Card,,Jennifer Proctor,
SALE16349,CUST10464,PROD0445,,,,Debit Card,,Jodi Johnson,Delivered
SALE16350,CUST06755,PROD0669,2,10391.64,2023-12-16,Credit Card,In-Store,Justin Marshall,Delivered
SALE16351,CUST07751,PROD0230,0,,,,,Brent Scott,Delivered
SALE16352,CUST11932,PROD0736,,,,Debit Card,,James Henderson,Delivered
SALE16353,CUST02605,PROD0379,5,42548.65,2023-12-28,Debit Card,,Alvin Brown,
SALE16354,CUST07530,PROD0518,5,34039.95,2024-06-04,Debit Card,,William Bailey,Delivered
SALE16355,CUST11201,PROD0573,0,,2024-05-19,Cash,,Kimberly Brown,Pending
SALE16356,CUST08967,PROD0227,4,38806.92,,UPI,Online,Carol Johnson,Pending
SALE16357,CUST03036,PROD0411,,,14-10-2024,Debit Card,In-Store,Erin Lawson,Pending
SALE16358,CUST05030,PROD0306,,,2024-01-10,,Online,Ashley Fisher,Cancelled
SALE16359,CUST06698,PROD0596,,,,,Online,Patricia Stone DVM,
SALE16360,CUST11291,PROD0457,,,15-03-2025,Debit Card,,Jessica Matthews,Pending
SALE16361,CUST03294,PROD0337,0,,,Debit Card,,Jesus Adkins,Pending
SALE16362,CUST05151,PROD0709,,,11-05-2025,,,Mallory Bell,
SALE16363,CUST11687,PROD0189,0,,,Debit Card,,,
SALE16364,CUST05721,PROD0534,5,31994.25,,Debit Card,In-Store,Brandon Jacobs,Pending
SALE16365,CUST10521,PROD0459,0,,25-03-2025,Cash,Online,Adrian Christensen,Pending
SALE16366,CUST04922,PROD0403,0,,2024-08-14,Cash,In-Store,Eric Morris,
SALE16367,CUST11403,PROD0782,,,,Cash,,Alexis Glenn,Pending
SALE16368,CUST05359,PROD0798,,,28-07-2025,UPI,Online,Latoya Hickman,Cancelled
SALE16369,CUST11947,PROD0459,,,18-12-2024,,In-Store,Mr. Michael Evans,Cancelled
SALE16370,CUST05303,PROD0706,5,18618.1,18-03-2024,Cash,,Mary Wright,Delivered
SALE16371,CUST08919,PROD0035,,,2024-10-31,UPI,,Jason Perez,Cancelled
SALE16372,CUST07878,PROD0027,,,2024-11-01,UPI,,David Pope,
SALE16373,CUST06913,PROD0039,1,7663.48,,,Online,Julie Richmond,Pending
SALE16374,CUST05248,PROD0780,0,,2025-01-20,Credit Card,,Jennifer Ortiz,
SALE16375,CUST10321,PROD0797,0,,25-04-2024,,Online,Andrew Herrera,Cancelled
SALE16376,CUST03216,PROD0798,2,4254.06,,,Online,Spencer Butler,Pending
SALE16377,CUST09081,PROD0175,,,2024-12-28,Debit Card,,,Delivered
SALE16378,CUST10272,PROD0562,4,23760.16,2024-10-04,Credit Card,,Amanda Hart,
SALE16379,CUST10642,PROD0673,,,08-12-2024,Credit Card,Online,Lori Brown,Pending
SALE16380,CUST09346,PROD0368,4,,2025-02-18,,,Amanda Stuart,Cancelled
SALE16381,CUST02870,PROD0284,5,17538.5,13-12-2023,Debit Card,Online,Amy Shields,Cancelled
SALE16382,CUST10551,PROD0088,,,2023-11-05,Cash,Online,Patricia Page DVM,Delivered
SALE16383,CUST01413,PROD0439,0,,28-07-2024,Cash,Online,Kathryn Torres,Cancelled
SALE16384,CUST07864,PROD0105,4,19837.6,2024-12-07,Credit Card,Online,Joseph Nichols,Delivered
SALE16385,CUST10513,PROD0017,,,2025-02-09,Cash,Online,Donna Graves,
SALE16386,CUST08912,PROD0192,,,2024-12-30,,In-Store,Kathleen Nichols,Delivered
SALE16387,CUST08478,PROD0560,5,,,Credit Card,In-Store,Amanda Cruz,Delivered
SALE16388,CUST00786,PROD0511,4,16412.64,,Debit Card,In-Store,Jason Rice,
SALE16389,CUST03191,PROD0513,4,17552.12,,Cash,,Norma James,Pending
SALE16390,CUST11506,PROD0495,,,,,,Kari Ramirez,
SALE16391,CUST06602,PROD0479,,,,Debit Card,,Destiny Villa,Cancelled
SALE16392,CUST08466,PROD0059,,,2024-12-31,Credit Card,,Lisa Daugherty,
SALE16393,CUST06500,PROD0671,,,26-05-2025,,In-Store,Rebecca Smith,Cancelled
SALE16394,CUST09629,PROD0658,,,,,,Matthew Jensen,Delivered
SALE16395,CUST03762,PROD0135,,,,,,Jacob Patton,Pending
SALE16396,CUST07607,PROD0561,,,,Cash,,Paul Wise,Cancelled
SALE16397,CUST06147,PROD0773,3,3373.26,,Credit Card,In-Store,,Delivered
SALE16398,CUST01879,PROD0159,0,,2024-04-15,Debit Card,,Christopher Burnett,Cancelled
SALE16399,CUST03658,PROD0233,0,,24-04-2025,Debit Card,In-Store,Patricia Finley,
SALE16400,CUST04045,PROD0456,1,4953.93,,Cash,In-Store,Margaret Mahoney,Cancelled
SALE16401,CUST09262,PROD0254,,,04-11-2023,,,,
SALE16402,CUST11712,PROD0795,0,,2023-10-27,Cash,,Anita Baxter,
SALE16403,CUST01868,PROD0420,0,,16-12-2023,UPI,,Jennifer Morales,Cancelled
SALE16404,CUST08608,PROD0334,,,,Cash,Online,Angela Price,
SALE16405,CUST00815,PROD0156,,,,Credit Card,,Anthony Rice,Pending
SALE16406,CUST01640,PROD0600,,,,Credit Card,,Karen Delgado,Cancelled
SALE16407,CUST06761,PROD0565,0,,2024-05-05,Credit Card,,Phillip Copeland,
SALE16408,CUST08034,PROD0199,,,,,In-Store,Todd Barron,
SALE16409,CUST05679,PROD0740,,,24-06-2024,Credit Card,Online,Sean Hayes,Delivered
SALE16410,CUST03744,PROD0154,,,2023-10-22,,,Michael Mullen,Pending
SALE16411,CUST06591,PROD0272,,,,,,Makayla Jackson,
SALE16412,CUST10839,PROD0365,3,1847.97,,,,Melissa Contreras,
SALE16413,CUST01603,PROD0404,0,,28-07-2024,,,Kevin Duncan,
SALE16414,CUST10841,PROD0240,4,32671.24,,Credit Card,,,
SALE16415,CUST06614,PROD0621,0,,11-12-2024,Debit Card,In-Store,Mr. Rick Sweeney,
SALE16416,CUST02283,PROD0614,,,22-06-2024,Cash,In-Store,Danielle Horton,Delivered
SALE16417,CUST05707,PROD0191,,,2023-09-17,Cash,,Marc Mclaughlin,Pending
SALE16418,CUST08809,PROD0183,5,48641.1,,Credit Card,,Michael Harris,Pending
SALE16419,CUST03495,PROD0743,3,2030.76,29-12-2024,,Online,Kevin Jones,Delivered
SALE16420,CUST00452,PROD0709,,,2023-09-04,UPI,,Matthew Price,
SALE16421,CUST01255,PROD0060,0,,2024-07-26,,,James Davis,
SALE16422,CUST07951,PROD0171,5,45555.0,2024-08-01,UPI,Online,Angela Strong,Cancelled
SALE16423,CUST09387,PROD0105,,,2024-09-20,UPI,In-Store,Kristie Morgan,
SALE16424,CUST01290,PROD0704,0,,2024-11-03,Debit Card,,Elizabeth Cobb,Delivered
SALE16425,CUST05487,PROD0686,1,3378.04,,Debit Card,,Joseph Walter,Cancelled
SALE16426,CUST05886,PROD0060,,,2025-05-17,Debit Card,In-Store,Michael Washington,
SALE16427,CUST04932,PROD0755,0,,2024-07-26,UPI,,Victoria Kidd,Delivered
SALE16428,CUST02696,PROD0633,,,,Credit Card,,Katelyn Mack,Cancelled
SALE16429,CUST03710,PROD0128,0,,2024-01-04,Cash,,Lisa Smith,Cancelled
SALE16430,CUST11562,PROD0592,5,11837.95,10-06-2024,Debit Card,,Alexander Rodriguez,
SALE16431,CUST10308,PROD0274,0,,2023-09-28,Credit Card,In-Store,Courtney Kim,Pending
SALE16432,CUST06886,PROD0320,,,,Debit Card,In-Store,Danielle Barnes,Delivered
SALE16433,CUST05844,PROD0485,,,,UPI,In-Store,Allen Stevens,Delivered
SALE16434,CUST02523,PROD0332,,,,UPI,,Bryan Stephens,
SALE16435,CUST11619,PROD0317,,,2024-08-20,Cash,,Michael Carroll,Cancelled
SALE16436,CUST08701,PROD0710,,,15-03-2024,Debit Card,,Matthew Brooks,Pending
SALE16437,CUST09719,PROD0774,0,,,Debit Card,,Alyssa Dean,Pending
SALE16438,CUST01390,PROD0150,,,2024-05-27,UPI,,Zoe Meyer,
SALE16439,CUST05835,PROD0489,,,2025-03-18,Credit Card,,Elizabeth Cooper,
SALE16440,CUST00712,PROD0678,0,,2023-11-13,Cash,Online,Sheila Bell,Pending
SALE16441,CUST08758,PROD0293,,,,,In-Store,Marc Fox,
SALE16442,CUST00271,PROD0289,,,,Cash,In-Store,Tanya Jimenez,Pending
SALE16443,CUST02346,PROD0717,,,24-04-2025,,,Christine Smith,
SALE16444,CUST08810,PROD0744,,,2025-07-04,Debit Card,In-Store,,
SALE16445,CUST11239,PROD0566,,,2025-05-03,,In-Store,Rachel Mitchell,Delivered
SALE16446,CUST02058,PROD0780,,,2025-02-09,,,Steven Summers,
SALE16447,CUST08723,PROD0179,,,2023-08-30,Credit Card,,Jordan Lozano,
SALE16448,CUST06943,PROD0734,4,1121.4,,UPI,,Sarah Allen,Pending
SALE16449,CUST10480,PROD0768,0,,2023-11-11,,,Caroline Phillips,Pending
SALE16450,CUST02825,PROD0732,,,,Credit Card,,Laura Peterson,Pending
SALE16451,CUST05277,PROD0392,,,,,,Eric Lawrence,Cancelled
SALE16452,CUST05050,PROD0077,1,2522.28,2025-01-02,Credit Card,,Francisco Martinez,Delivered
SALE16453,CUST09018,PROD0572,,,2025-01-13,Debit Card,Online,Kenneth Taylor,Delivered
SALE16454,CUST08644,PROD0030,,,08-01-2025,Cash,,Meagan Lopez,Cancelled
SALE16455,CUST02891,PROD0037,2,2025.56,2025-08-09,,,Ryan Williams,
SALE16456,CUST11746,PROD0780,0,,,Debit Card,In-Store,Jeremy Smith,Cancelled
SALE16457,CUST00468,PROD0100,,,27-09-2023,UPI,In-Store,Michelle Hernandez,
SALE16458,CUST03890,PROD0239,0,,2024-03-03,,,Veronica Beard,Cancelled
SALE16459,CUST11476,PROD0061,,,21-05-2024,,,Craig Obrien,Delivered
SALE16460,CUST08154,PROD0136,,,31-12-2023,Credit Card,In-Store,Austin Chapman,Cancelled
SALE16461,CUST10657,PROD0780,0,,,,In-Store,Robert Moreno,Delivered
SALE16462,CUST03401,PROD0326,,,18-02-2025,,,Louis Williams,Cancelled
SALE16463,CUST00808,PROD0415,,,2023-11-18,Credit Card,,Diamond Sanchez,Cancelled
SALE16464,CUST01589,PROD0059,,,12-05-2025,Cash,In-Store,Sergio Hudson,
SALE16465,CUST07629,PROD0095,,,,UPI,In-Store,Christopher Davis,
SALE16466,CUST08446,PROD0384,,,24-07-2025,Credit Card,,Jessica Porter,Cancelled
SALE16467,CUST04628,PROD0202,,,2025-06-15,Credit Card,Online,Alex Ramsey,Pending
SALE16468,CUST02515,PROD0302,,,,,,David Fox,
SALE16469,CUST02411,PROD0564,0,,2024-11-03,Credit Card,,,
SALE16470,CUST07915,PROD0751,,,17-11-2023,Cash,,,
SALE16471,CUST00332,PROD0502,1,777.09,2024-05-29,Debit Card,In-Store,Jamie Barajas,
SALE16472,CUST10753,PROD0047,0,,16-03-2024,Credit Card,In-Store,Michelle Cobb,Cancelled
SALE16473,CUST02481,PROD0309,0,,2025-03-30,UPI,,Shelly Johnson,
SALE16474,CUST08669,PROD0621,0,,,Debit Card,,,
SALE16475,CUST03830,PROD0636,,,2023-10-16,Cash,,Lisa Smith,Pending
SALE16476,CUST07607,PROD0361,,,27-01-2024,,Online,Michelle Carlson,
SALE16477,CUST03830,PROD0713,,,,Cash,,Kyle Gonzalez,Cancelled
SALE16478,CUST04702,PROD0173,,,,Credit Card,,Joanna Campbell,
SALE16479,CUST02155,PROD0024,,,,Debit Card,,Joseph Santos,
SALE16480,CUST01107,PROD0580,1,3483.16,31-10-2024,UPI,In-Store,John Conner,Delivered
SALE16481,CUST11145,PROD0461,0,,05-01-2025,Cash,,Daniel Miranda,
SALE16482,CUST09755,PROD0568,2,15311.42,,,,Kaitlin Green,Delivered
SALE16483,CUST04771,PROD0757,,,2025-02-08,Debit Card,Online,Joseph Wallace,
SALE16484,CUST10525,PROD0117,3,13736.88,12-05-2024,UPI,Online,Jacob Roy,
SALE16485,CUST01826,PROD0171,,,,,Online,Cheryl Watson,Pending
SALE16486,CUST06645,PROD0787,0,,2023-11-13,Credit Card,In-Store,,Cancelled
SALE16487,CUST11449,PROD0555,,,22-09-2024,,In-Store,David Fields,Delivered
SALE16488,CUST11044,PROD0214,0,,,,Online,Malik Dominguez,Cancelled
SALE16489,CUST02336,PROD0060,,,,UPI,In-Store,Jesse Schneider,
SALE16490,CUST02053,PROD0795,,,2024-10-27,,In-Store,Mary Walker,
SALE16491,CUST09565,PROD0662,,,2024-10-04,Credit Card,,Kyle Moreno,Pending
SALE16492,CUST06595,PROD0785,,,,Credit Card,In-Store,Stacy Maxwell,Cancelled
SALE16493,CUST01697,PROD0137,,,17-04-2024,Credit Card,In-Store,Alexis Sweeney,
SALE16494,CUST03636,PROD0240,,,,,Online,Luis Davis,
SALE16495,CUST07761,PROD0769,0,,2025-07-22,Credit Card,Online,Christina Mayo,
SALE16496,CUST10930,PROD0165,0,,2025-08-10,Cash,Online,Jean Macias,
SALE16497,CUST06430,PROD0251,0,,2025-07-28,Debit Card,,Dana Smith,Delivered
SALE16498,CUST00667,PROD0653,0,,,,In-Store,Rebecca Harris,Delivered
SALE16499,CUST00253,PROD0335,,,,Debit Card,Online,Brianna West,
SALE16500,CUST05329,PROD0614,4,6712.04,06-06-2025,,Online,Angela Floyd,Pending
SALE16501,CUST04203,PROD0518,,,,Credit Card,Online,Ms. Madeline Jackson,
SALE16502,CUST03379,PROD0270,0,,,,,Max Howard,Cancelled
SALE16503,CUST11697,PROD0790,0,,15-11-2023,Credit Card,,Charles Rogers,
SALE16504,CUST08201,PROD0733,0,,22-11-2023,Cash,,,
SALE16505,CUST00541,PROD0151,,,2024-03-08,,In-Store,Pamela Reed,
SALE16506,CUST04761,PROD0225,3,16889.58,,Cash,,Bryan Kennedy,Delivered
SALE16507,CUST00467,PROD0336,,,2025-05-04,,,Sandra Reynolds,
SALE16508,CUST10483,PROD0035,,,2025-03-31,Cash,,Stephen Miller,
SALE16509,CUST08728,PROD0337,3,29635.11,,Credit Card,,Danielle Dixon,
SALE16510,CUST01208,PROD0770,0,,29-09-2024,UPI,,,Pending
SALE16511,CUST10054,PROD0010,4,39150.64,18-10-2023,,,Brandon Russell,Delivered
SALE16512,CUST05146,PROD0774,,,19-09-2023,Debit Card,,Lauren Lewis,
SALE16513,CUST04004,PROD0270,,,2024-04-12,,,Kathleen Holmes,
SALE16514,CUST08954,PROD0745,0,,2024-08-10,Credit Card,Online,Abigail Horton,Cancelled
SALE16515,CUST01945,PROD0700,0,,11-08-2024,UPI,,Terry Cook,
SALE16516,CUST01726,PROD0160,,,2024-07-26,,Online,Cheryl Holmes,Pending
SALE16517,CUST04528,PROD0288,5,47844.0,2023-08-23,Credit Card,,Billy Avery,Delivered
SALE16518,CUST05397,PROD0431,1,4985.23,2024-11-04,UPI,,Jason Davis,Delivered
SALE16519,CUST02366,PROD0579,3,4193.43,,,,Frank Brown,Cancelled
SALE16520,CUST06067,PROD0394,0,,28-08-2024,,,Susan Brewer,Pending
SALE16521,CUST08764,PROD0220,,,17-04-2025,Cash,In-Store,Jerry Brown,
SALE16522,CUST00650,PROD0329,0,,11-09-2024,Cash,,Steven Guerrero,
SALE16523,CUST01807,PROD0467,,,,Cash,,Susan Clark,Cancelled
SALE16524,CUST11866,PROD0525,4,9387.0,2023-12-03,UPI,In-Store,Bryan Rodriguez,
SALE16525,CUST00805,PROD0695,,,2025-06-23,Debit Card,In-Store,Pamela Lyons,
SALE16526,CUST03304,PROD0518,0,,2025-05-09,Credit Card,,Tonya Chandler,
SALE16527,CUST04887,PROD0581,,,,,,Dr. Deanna Patrick,Cancelled
SALE16528,CUST06754,PROD0311,0,,,Debit Card,Online,Sheryl Carey,Cancelled
SALE16529,CUST08169,PROD0339,0,,02-12-2023,,,Haley Guerra,Pending
SALE16530,CUST11956,PROD0278,,,2024-10-22,Cash,,Stephanie Jenkins,Cancelled
SALE16531,CUST09003,PROD0578,0,,2023-10-11,Cash,In-Store,Danny Smith,
SALE16532,CUST01037,PROD0623,4,6502.76,21-08-2023,,Online,Mariah Beck,Cancelled
SALE16533,CUST01153,PROD0120,,,,Debit Card,Online,Tammy Baker,Cancelled
SALE16534,CUST07157,PROD0249,,,,UPI,,Chris May,Delivered
SALE16535,CUST01189,PROD0338,,,20-11-2024,UPI,,Michele Oneill,Delivered
SALE16536,CUST06043,PROD0706,0,,,,,Erin Davis,Cancelled
SALE16537,CUST00438,PROD0236,,,2025-04-12,UPI,,,Pending
SALE16538,CUST06046,PROD0323,,,28-12-2023,Credit Card,,Kevin Wheeler,Cancelled
SALE16539,CUST08627,PROD0172,,,2024-07-30,,,Steven Clarke,Cancelled
SALE16540,CUST08450,PROD0650,,,2024-05-05,UPI,,Rachel Ray,Delivered
SALE16541,CUST07436,PROD0325,,,,,In-Store,Charles Mitchell,Delivered
SALE16542,CUST03543,PROD0446,,,07-09-2023,Credit Card,,Mariah Griffith,
SALE16543,CUST04133,PROD0237,,,2025-01-14,Credit Card,,Kerry Larsen,Delivered
SALE16544,CUST04591,PROD0611,3,29270.13,27-08-2023,Credit Card,,Kyle Morales,
SALE16545,CUST00168,PROD0537,5,39249.3,25-10-2023,Credit Card,,Heather Price,Delivered
SALE16546,CUST08116,PROD0335,,,2025-01-15,Cash,,Alexis Thomas,Delivered
SALE16547,CUST06176,PROD0266,,,,,In-Store,David Wagner,Cancelled
SALE16548,CUST08148,PROD0760,,,2024-10-04,,,Antonio Thomas,Cancelled
SALE16549,CUST04602,PROD0090,0,,,,,Kathy Williams,
SALE16550,CUST11415,PROD0717,0,,02-08-2024,,In-Store,Anthony Fitzgerald,
SALE16551,CUST00212,PROD0527,3,18786.66,,UPI,In-Store,David Escobar,Cancelled
SALE16552,CUST00755,PROD0208,,,2024-02-28,,,Kimberly Williams,Delivered
SALE16553,CUST08142,PROD0114,4,36344.64,03-07-2024,Credit Card,,Carol Ferrell,Delivered
SALE16554,CUST00899,PROD0797,,,2024-12-10,Debit Card,In-Store,,Cancelled
SALE16555,CUST09042,PROD0771,5,5668.55,,UPI,,Maurice Freeman,Pending
SALE16556,CUST09680,PROD0372,4,27707.44,17-05-2024,Credit Card,In-Store,Zachary Cox,Delivered
SALE16557,CUST10542,PROD0338,0,,31-10-2024,,,Brittany Mccoy,
SALE16558,CUST08825,PROD0089,0,,19-07-2025,,Online,Lauren Smith,
SALE16559,CUST01680,PROD0709,0,,2024-04-18,Credit Card,,Andrew Holden,Cancelled
SALE16560,CUST02549,PROD0400,,,,Cash,,Christopher Mitchell,
SALE16561,CUST04803,PROD0200,,,2025-04-07,Debit Card,Online,Christopher Smith,
SALE16562,CUST06950,PROD0176,,,2023-10-16,,In-Store,Ray King,Delivered
SALE16563,CUST02334,PROD0344,,,03-10-2024,Credit Card,,Jeffery Nichols,
SALE16564,CUST02303,PROD0625,,,2024-09-17,,In-Store,Brandon Davis,Delivered
SALE16565,CUST04612,PROD0504,1,2647.41,,,Online,Brett Smith,Pending
SALE16566,CUST06224,PROD0475,0,,2024-04-06,Debit Card,Online,Maria Meyer,Pending
SALE16567,CUST11131,PROD0543,3,18197.04,2024-02-03,Debit Card,In-Store,Mike Davis,Pending
SALE16568,CUST07653,PROD0401,,,,,In-Store,Michael Richards,
SALE16569,CUST07000,PROD0727,,,2025-08-11,Credit Card,In-Store,Ashley Burns,Cancelled
SALE16570,CUST05011,PROD0258,,,31-01-2025,UPI,In-Store,Keith Buchanan,Cancelled
SALE16571,CUST10087,PROD0265,,,07-08-2025,,,Kimberly Patel,Pending
SALE16572,CUST07188,PROD0315,,,2023-10-08,Credit Card,Online,Timothy Boyle,Delivered
SALE16573,CUST02969,PROD0279,,,23-11-2023,Credit Card,,Robert Vasquez,Delivered
SALE16574,CUST03200,PROD0374,,,14-01-2024,Cash,In-Store,Nicole Jacobs,Cancelled
SALE16575,CUST06931,PROD0426,4,29607.12,,Credit Card,,Caitlin Mccarty,Cancelled
SALE16576,CUST01878,PROD0725,,,2024-06-25,Credit Card,In-Store,Christina Dean,
SALE16577,CUST03274,PROD0691,5,6529.9,2024-09-09,,Online,Lisa Good,
SALE16578,CUST03727,PROD0472,,,,Cash,In-Store,Sara Allen,Pending
SALE16579,CUST06166,PROD0618,,,02-10-2023,Cash,Online,David Singleton,Delivered
SALE16580,CUST10904,PROD0267,,,13-03-2025,Debit Card,Online,Mark Morales,Delivered
SALE16581,CUST11849,PROD0534,0,,09-05-2024,Debit Card,,Joanne Stevenson,Cancelled
SALE16582,CUST07105,PROD0756,0,,,,Online,Charles Blackwell,
SALE16583,CUST04151,PROD0313,4,39816.08,08-03-2025,Cash,,Nicholas Richardson,Pending
SALE16584,CUST07535,PROD0673,5,45050.85,,,,Ashley Miranda,Pending
SALE16585,CUST01545,PROD0547,,,25-03-2024,Credit Card,,Lynn Pollard,
SALE16586,CUST05141,PROD0098,,,,Credit Card,,Stephanie Church,Cancelled
SALE16587,CUST00769,PROD0596,,,,,,Christopher Underwood,Delivered
SALE16588,CUST04169,PROD0375,4,25448.64,2024-06-27,Credit Card,In-Store,Jean Gross,Pending
SALE16589,CUST00239,PROD0778,,,2023-09-25,Credit Card,,Brandon Guzman,Cancelled
SALE16590,CUST09605,PROD0441,,,03-02-2025,Credit Card,In-Store,Patricia Davis,Cancelled
SALE16591,CUST01718,PROD0076,,,,,,Todd Lawrence,Cancelled
SALE16592,CUST07201,PROD0407,,,01-02-2024,UPI,In-Store,Tracy Fritz,
SALE16593,CUST11037,PROD0055,,,,,,,Cancelled
SALE16594,CUST05689,PROD0129,,,21-05-2024,Credit Card,,Dawn Silva,Cancelled
SALE16595,CUST04182,PROD0717,,,,Credit Card,Online,Michael Hall,
SALE16596,CUST02840,PROD0097,0,,06-01-2025,Debit Card,,Sarah Tapia,
SALE16597,CUST08874,PROD0497,0,,,,,Robert Mathis,
SALE16598,CUST10770,PROD0279,,,2023-12-10,,,Dennis Smith,Delivered
SALE16599,CUST00549,PROD0523,5,47132.95,2023-08-30,,,Kimberly Page,Pending
SALE16600,CUST03871,PROD0200,,,2024-05-24,Debit Card,,Ashley Yang,
SALE16601,CUST11864,PROD0151,,,,Cash,,Monica Jones,Pending
SALE16602,CUST10938,PROD0269,1,5669.0,19-07-2024,,,Jorge Flores,
SALE16603,CUST04876,PROD0557,,,2023-11-22,,In-Store,Justin Taylor,Pending
SALE16604,CUST08589,PROD0117,,,11-05-2025,Cash,Online,,Cancelled
SALE16605,CUST06033,PROD0286,0,,29-11-2023,Credit Card,,Valerie Smith,
SALE16606,CUST02690,PROD0375,,,,UPI,,Tamara Lopez,Pending
SALE16607,CUST10807,PROD0712,2,10836.46,2025-08-04,Cash,In-Store,Katherine Kline,Cancelled
SALE16608,CUST04460,PROD0181,,,,Credit Card,,,
SALE16609,CUST09709,PROD0582,0,,13-12-2024,,Online,Jason Gonzalez,
SALE16610,CUST01961,PROD0479,3,1817.19,,Cash,,Joanne Johnson,
SALE16611,CUST04265,PROD0787,4,2395.0,2025-01-25,Credit Card,,Samantha Moore,
SALE16612,CUST04651,PROD0512,,,2023-11-05,Cash,Online,Sergio Key,Delivered
SALE16613,CUST09005,PROD0032,0,,24-08-2024,UPI,,Gloria Mendoza,
SALE16614,CUST08273,PROD0429,,,,Cash,,Ebony Mcmahon,Pending
SALE16615,CUST01353,PROD0308,,,20-01-2024,UPI,,Andrew Conway,
SALE16616,CUST00047,PROD0534,2,12797.7,08-01-2024,,,Sandra Curtis,
SALE16617,CUST01523,PROD0656,,,,UPI,Online,Deborah Wood,
SALE16618,CUST10023,PROD0179,0,,,Cash,Online,Yvonne Stewart,Delivered
SALE16619,CUST04622,PROD0721,4,1699.96,2025-08-09,UPI,,Samuel Hunter,
SALE16620,CUST10998,PROD0372,,,,Cash,Online,Jodi Brown,Pending
SALE16621,CUST09666,PROD0566,2,18167.32,2023-09-09,Credit Card,In-Store,Frederick Horn,Delivered
SALE16622,CUST09199,PROD0184,4,33964.2,2024-12-27,UPI,,Isabella Long,Pending
SALE16623,CUST06394,PROD0364,,,,Debit Card,,James Sharp,
SALE16624,CUST10090,PROD0497,,,,,Online,Jordan Alvarado,Delivered
SALE16625,CUST11437,PROD0548,5,24891.75,2024-08-16,UPI,In-Store,Jeffrey Lewis,Pending
SALE16626,CUST09069,PROD0418,0,,2025-07-09,Cash,,Mariah Jacobs,Cancelled
SALE16627,CUST11865,PROD0686,,,,Credit Card,Online,Gregory Mullins,Pending
SALE16628,CUST00798,PROD0694,,,04-03-2025,Cash,,Christine Morgan,
SALE16629,CUST07474,PROD0747,5,14361.3,2025-01-19,Credit Card,,Corey Allen,Pending
SALE16630,CUST02513,PROD0700,,,20-04-2024,Debit Card,In-Store,Jordan Byrd,Cancelled
SALE16631,CUST00079,PROD0199,,,,Debit Card,,Elizabeth Taylor,
SALE16632,CUST05741,PROD0017,,,,Debit Card,,Jennifer Ward,
SALE16633,CUST08268,PROD0252,2,2671.3,2024-05-24,Debit Card,Online,Morgan Travis,Cancelled
SALE16634,CUST10359,PROD0534,,,18-02-2025,Cash,,Sandra Mcbride,Delivered
SALE16635,CUST00214,PROD0386,0,,16-07-2025,,,Julie Duarte,Pending
SALE16636,CUST06889,PROD0211,0,,07-10-2024,,Online,,
SALE16637,CUST02204,PROD0410,,,13-12-2024,Cash,Online,Alexis Thompson,Cancelled
SALE16638,CUST11241,PROD0352,0,,20-03-2025,Credit Card,In-Store,Virginia Robles,Cancelled
SALE16639,CUST04530,PROD0007,,,24-12-2023,Credit Card,,Samantha Sloan,
SALE16640,CUST02386,PROD0580,0,,23-09-2024,UPI,Online,Nancy Whitehead,Delivered
SALE16641,CUST10678,PROD0328,5,16147.1,31-01-2025,Debit Card,,Valerie Thompson,
SALE16642,CUST02522,PROD0670,5,21779.05,2023-08-28,UPI,,Vanessa Sanders,
SALE16643,CUST02877,PROD0050,,,2023-12-24,,In-Store,,
SALE16644,CUST06246,PROD0724,0,,,Debit Card,In-Store,,
SALE16645,CUST09042,PROD0604,,,03-02-2024,Debit Card,,,Pending
SALE16646,CUST05812,PROD0038,,,,,In-Store,Jill Barker,Cancelled
SALE16647,CUST01610,PROD0315,0,,2025-08-04,,,Tasha Sims,
SALE16648,CUST00169,PROD0673,,,2023-09-30,Debit Card,,Kendra Mcmillan,Delivered
SALE16649,CUST09425,PROD0798,,,04-01-2025,Cash,,Doris Clark,Cancelled
SALE16650,CUST10651,PROD0575,5,21210.35,2024-01-07,Cash,,Heather Sandoval,Delivered
SALE16651,CUST07486,PROD0154,0,,2025-01-10,,,Amber Benson,Cancelled
SALE16652,CUST08023,PROD0501,2,264.84,,,In-Store,Scott Clark,
SALE16653,CUST05684,PROD0509,4,18865.48,2025-02-18,,,Roberta Robinson,Cancelled
SALE16654,CUST06180,PROD0101,,,2024-05-08,Cash,In-Store,Terri Davis,Delivered
